UF,epiweek,SRAG2009,SRAG2010,SRAG2011,SRAG2012,SRAG2013,SRAG2014,SRAG2015,SRAG2016,limiar pré-epidêmico absoluto,limiar pós-epidêmico absoluto,intensidade baixa absoluta,intensidade alta absoluta,intensidade muito alta absoluta,corredor baixo,corredor mediano,corredor alto,se relativa ao início do surto,se típica do início do surto,duração típica do surto,curva epi. baixa,curva epi. mediana,curva epi. alta,n.seasons
28,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5,5,,10,20,,,,,,,,,,0
28,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,5,,10,20,,,,,,,,,,0
28,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,5,,10,20,,,,,,,,,,0
28,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5,5,,10,20,,,,,,,,,,0
28,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,5,,10,20,,,,,,,,,,0
28,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,5,,10,20,,,,,,,,,,0
28,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5,5,,10,20,,,,,,,,,,0
28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5,,10,20,,,,,,,,,,0
28,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5,,10,20,,,,,,,,,,0
28,30,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5,5,,10,20,,,,,,,,,,0
28,31,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5,5,,10,20,,,,,,,,,,0
28,32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5,,10,20,,,,,,,,,,0
28,33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,5,,10,20,,,,,,,,,,0
28,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,5,,10,20,,,,,,,,,,0
28,35,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,5,,10,20,,,,,,,,,,0
28,36,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,5,,10,20,,,,,,,,,,0
28,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5,,10,20,,,,,,,,,,0
28,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,,10,20,,,,,,,,,,0
28,39,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5,5,,10,20,,,,,,,,,,0
28,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,5,,10,20,,,,,,,,,,0
28,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,5,,10,20,,,,,,,,,,0
28,42,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,5,,10,20,,,,,,,,,,0
28,43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
28,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,5,,10,20,,,,,,,,,,0
